key,name,description,cover_image_url,external_url,meta_data_1,retire_count
Little_Rock_1957,"Little Rock, Arkansas, 1957",,https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:12:16:usteledirec01216:usteledirec01216_0122/full/pct:100/0/default.jpg,https://www.loc.gov/item/usteledirec01216/,,2
Chicago_Czech_Slovak_1939,"Chicago Czech and Slovak American, 1939",,https://tile.loc.gov/image-services/iiif/service:gdc:gdcustel:us:te:le:di:re:c0:49:86:x:usteledirec04986x:usteledirec04986x_0054/full/pct:100/0/default.jpg,https://www.loc.gov/item/usteledirec04986x/,,2
